CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
780684933,0,49,0,3,3,3,1,0,38,4,1,3,3051.0,1783,1268.0,0.732,4887,69,0.725,0.584
807596358,0,49,0,2,5,1,3,0,44,6,2,2,13884.0,1204,12680.0,0.575,4650,70,0.556,0.087
713267133,0,41,1,5,4,1,4,0,33,3,1,2,6519.0,851,5668.0,0.679,3088,65,0.711,0.131
719528958,0,57,1,3,0,2,1,0,36,3,1,3,8184.0,1508,6676.0,0.789,4134,71,0.821,0.184
710677608,0,53,0,2,4,3,3,0,36,4,2,0,29205.0,1208,27997.0,0.957,1556,43,1.048,0.041
717365958,0,50,1,1,2,1,4,0,36,4,2,3,1438.3,0,1438.3,0.851,4765,71,1.088,0.0
720454158,0,44,0,2,6,2,2,0,30,6,2,2,9827.0,600,9227.0,0.477,2840,63,0.537,0.061
827341383,0,38,0,3,2,2,4,0,34,5,3,2,3094.0,1317,1777.0,0.957,3607,81,0.884,0.426
710106933,0,32,0,2,5,2,3,3,20,2,3,3,34516.0,2136,32380.0,0.849,14667,119,0.75,0.062
781933983,0,47,0,4,2,1,1,0,41,5,3,4,14535.0,0,14535.0,0.711,2970,76,0.689,0.0
788747358,0,50,0,0,3,0,1,0,29,5,3,2,5530.0,2034,3496.0,0.647,4836,68,0.744,0.368
714313608,0,36,1,4,5,1,4,0,36,5,3,0,4228.0,1886,2342.0,1.076,4356,74,0.682,0.446
712815858,0,57,1,1,3,2,4,0,45,5,2,4,5330.0,0,5330.0,0.515,3525,79,0.837,0.0
713590158,1,41,0,4,2,2,2,0,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412
708664008,0,57,0,3,0,1,3,0,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0
714197133,1,51,1,3,0,1,1,0,36,2,3,3,4762.0,0,4762.0,0.526,2811,52,0.3,0.0
709411383,0,45,0,2,5,3,1,0,37,6,4,1,2811.0,1630,1181.0,0.847,4275,78,0.733,0.58
714721608,0,38,0,3,2,2,0,0,29,4,3,0,9703.0,941,8762.0,0.721,4190,81,1.025,0.097
787591008,0,42,0,3,5,0,2,0,34,2,1,1,2289.0,1195,1094.0,0.651,4955,83,0.627,0.522
714729933,0,46,0,2,6,1,3,0,36,6,1,2,14164.0,1525,12639.0,0.543,3749,59,0.686,0.108
778550583,0,43,1,1,3,3,1,0,35,6,3,2,1766.0,0,1766.0,0.779,4808,87,0.673,0.0
713227233,0,42,0,4,2,2,3,0,33,4,2,2,32535.0,0,32535.0,0.792,4374,79,0.795,0.0
715847058,1,59,1,2,5,0,4,0,36,3,3,3,1863.0,1853,10.0,0.829,2462,40,0.29,0.995
720670458,0,52,1,2,6,2,1,0,45,3,1,3,3476.0,1560,1916.0,0.894,3496,58,0.871,0.449
715443708,0,53,0,1,5,1,0,0,45,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138
710322033,0,52,1,1,3,1,4,0,44,1,1,1,2563.0,1765,798.0,0.857,4515,77,0.925,0.689
778942233,0,60,1,0,1,1,4,0,45,5,2,4,1438.3,648,790.3,0.477,1267,27,1.077,0.451
789481233,1,39,0,2,3,1,1,0,30,5,3,3,2220.0,0,2220.0,0.872,2859,55,0.833,0.0
719913783,0,40,0,3,2,2,1,0,27,2,2,3,7680.0,1589,6091.0,0.688,13617,105,0.721,0.207
794740458,0,45,1,3,2,1,4,3,39,1,2,3,10186.0,1608,8578.0,0.712,14023,106,0.767,0.158
789717708,0,49,1,1,6,1,1,0,37,5,2,4,3943.0,1135,2808.0,0.672,4180,82,0.783,0.288
718352358,1,49,1,3,4,1,4,0,35,3,3,2,1914.0,0,1914.0,0.677,2687,41,0.414,0.0
807722658,0,51,1,2,2,2,4,0,46,3,3,3,2429.0,1250,1179.0,0.983,4761,99,0.707,0.515
708823908,0,41,0,3,2,2,2,0,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083
714006333,1,42,1,4,2,1,4,0,36,5,2,3,2128.0,528,1600.0,0.525,2289,41,0.414,0.248
712682583,0,44,0,5,3,2,2,0,35,3,2,2,5947.0,995,4952.0,0.724,4984,90,0.765,0.167
714361083,1,40,1,2,0,2,4,0,36,4,2,3,5989.0,0,5989.0,0.311,5843,60,0.176,0.0
719163108,0,44,0,3,2,1,0,0,31,2,2,3,3977.0,1325,2652.0,0.769,4076,62,0.632,0.333
778661358,0,46,1,1,6,1,4,0,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866
717531483,0,37,0,2,3,2,2,0,21,5,2,2,3433.0,964,2469.0,0.526,4444,87,0.642,0.281
710944608,0,39,0,3,2,3,3,0,31,6,2,4,8434.0,2222,6212.0,0.691,1414,27,0.929,0.263
717376758,0,56,1,2,3,1,4,0,47,4,3,1,2238.0,1324,914.0,0.762,4108,72,0.846,0.592
771400608,0,56,1,2,2,1,5,0,44,2,1,2,8204.0,1375,6829.0,0.915,4727,76,0.949,0.168
709222008,1,41,0,3,6,2,3,0,32,1,3,4,4742.0,2221,2521.0,0.464,2422,41,0.464,0.468
708801108,1,57,1,3,5,2,4,0,51,3,0,3,1438.3,0,1438.3,0.429,2113,38,0.267,0.0
788827308,0,65,0,1,2,1,4,0,50,6,2,4,4507.0,1574,2933.0,0.744,1793,38,0.652,0.349
717036408,0,36,1,1,5,2,5,0,36,6,3,1,4685.0,1626,3059.0,0.945,4560,81,0.588,0.347
804663258,0,54,0,2,3,1,3,0,49,3,1,4,14015.0,2065,11950.0,0.704,1903,49,0.633,0.147
779363283,0,48,0,3,4,2,2,0,34,4,3,2,12391.0,784,11607.0,0.875,4376,86,0.72,0.063
713372583,0,42,1,4,3,2,4,0,19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0.0
809452383,0,37,1,2,2,1,4,0,32,6,1,3,1438.3,0,1438.3,0.707,4733,89,0.816,0.0
721074183,0,49,0,1,1,1,2,0,36,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05
820906233,0,45,0,2,2,1,1,0,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254
712452033,0,26,0,1,6,2,4,0,13,6,2,3,2479.0,828,1651.0,0.44,2225,44,0.294,0.334
713948808,0,55,0,3,3,2,2,0,47,3,2,2,1602.0,962,640.0,0.834,4873,97,0.764,0.6
715950483,1,39,1,1,5,1,1,0,27,3,3,3,2821.0,725,2096.0,0.704,2397,35,0.296,0.257
816841083,0,58,1,3,0,1,4,0,53,4,3,1,2493.0,1566,927.0,0.767,4867,90,0.607,0.628
813200058,0,63,0,0,2,1,1,0,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275
756736008,0,45,1,2,4,1,4,0,38,3,2,3,2911.0,1471,1440.0,0.871,4450,62,0.771,0.505
710653158,0,39,1,4,2,1,5,0,21,6,1,4,5024.0,1613,3411.0,0.758,1925,40,0.667,0.321
712043433,0,53,0,1,2,1,3,0,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104
713761608,0,44,0,3,2,0,2,3,34,2,3,3,34516.0,1652,32864.0,0.865,8450,90,0.579,0.048
779722308,1,45,1,3,3,1,1,0,30,5,2,2,12355.0,0,12355.0,0.912,1044,28,0.273,0.0
772539558,0,65,1,0,0,2,4,0,55,3,3,0,2022.0,0,2022.0,0.579,4623,65,0.548,0.0
758086458,0,46,1,3,2,1,5,0,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0.0
779557533,0,54,0,1,4,2,3,0,40,6,3,3,10260.0,942,9318.0,1.042,1566,50,0.562,0.092
720398958,0,53,1,1,5,2,4,0,43,6,2,3,2126.0,1257,869.0,0.632,4340,70,0.892,0.591
721220583,0,54,1,2,2,1,1,0,41,3,1,3,7362.0,1176,6186.0,0.735,17390,130,0.688,0.16
778770783,0,42,0,4,3,1,3,0,30,6,1,0,29801.0,1916,27885.0,0.781,990,21,0.909,0.064
812653383,0,55,1,1,0,2,1,0,50,3,3,3,1843.0,1520,323.0,0.864,4729,92,0.704,0.825
708224133,0,61,0,0,5,2,1,0,49,1,2,3,2228.0,1480,748.0,0.533,4431,71,0.651,0.664
780588258,0,53,1,5,6,1,4,0,42,1,2,2,4021.0,1745,2276.0,0.784,14567,120,0.846,0.434
825850383,0,53,1,2,2,2,5,0,49,4,2,3,6074.0,0,6074.0,0.697,4303,77,0.674,0.0
713930433,1,57,0,2,5,3,3,0,36,5,3,3,4316.0,0,4316.0,0.363,1920,53,0.472,0.0
713756508,0,46,0,3,2,0,4,0,36,5,1,3,4213.0,997,3216.0,0.668,1264,30,0.667,0.237
717916758,0,67,1,0,6,1,5,0,56,4,3,3,10509.0,2388,8121.0,0.777,1365,34,1.429,0.227
768412608,0,39,1,1,2,2,1,0,33,6,3,2,2255.0,1258,997.0,0.96,4309,79,0.837,0.558
712574583,0,34,1,1,2,2,5,0,21,6,1,3,6376.0,1322,5054.0,0.709,5192,70,0.628,0.207
718876683,0,43,1,4,2,2,4,0,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202
720700008,0,50,1,1,3,2,4,0,36,1,1,3,4517.0,2238,2279.0,0.625,4686,81,0.761,0.495
789701658,0,26,0,0,0,2,1,0,13,5,2,2,2047.0,1196,851.0,0.623,2180,33,0.941,0.584
719020983,0,58,0,1,2,1,3,0,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203
721448283,1,39,1,1,2,2,4,0,26,3,3,1,1876.0,1536,340.0,0.712,2579,47,0.469,0.819
718002633,0,48,1,2,2,1,1,3,41,6,3,1,16002.0,2076,13926.0,0.293,3667,52,1.167,0.13
717775608,0,51,0,2,4,3,3,0,43,4,2,0,4830.0,1970,2860.0,0.799,4850,80,0.633,0.408
708186933,1,33,0,1,2,2,2,0,36,4,3,2,1819.0,725,1094.0,0.737,2254,45,0.406,0.399
795266208,0,39,0,3,0,2,0,0,30,4,2,1,8842.0,0,8842.0,0.624,4493,79,0.756,0.0
711619608,0,45,0,3,2,1,3,0,36,6,3,2,21630.0,0,21630.0,0.804,4584,84,0.75,0.0
757266933,0,52,0,2,4,1,2,0,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079
719872833,0,45,1,2,2,0,4,0,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0
711011508,0,43,1,3,2,2,4,0,35,1,3,2,1620.0,771,849.0,0.675,4387,91,0.655,0.476
714043008,0,37,0,2,3,2,1,0,30,6,3,4,4297.0,0,4297.0,0.797,4310,76,0.767,0.0
714516033,0,53,0,3,3,1,0,0,44,4,2,0,9025.0,1005,8020.0,0.568,4412,87,0.706,0.111
709327383,0,45,1,2,2,1,5,0,37,6,1,2,14470.0,1157,13313.0,0.966,1207,21,0.909,0.08
787536933,0,44,1,3,6,2,4,0,33,6,2,3,1724.0,0,1724.0,0.669,4768,80,0.86,0.0
709165533,0,47,0,3,1,3,0,0,41,6,2,2,6143.0,1151,4992.0,0.866,4330,72,0.895,0.187
712560558,0,55,1,3,0,2,4,0,42,5,2,1,1438.3,0,1438.3,0.612,4660,87,0.891,0.0
789314133,0,37,0,1,3,1,2,0,27,6,3,3,10320.0,1799,8521.0,0.75,1754,45,0.5,0.174
712555233,0,59,1,0,2,2,1,0,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.169
716815308,0,44,1,2,5,1,4,0,36,4,2,5,4396.0,1489,2907.0,1.258,3942,69,0.816,0.339
716308683,0,47,1,3,3,1,4,0,36,6,2,3,6524.0,1993,4531.0,0.815,4267,66,0.886,0.305
709426608,0,56,0,1,1,1,2,0,46,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346
809092458,0,36,1,4,5,1,1,0,31,5,2,3,2517.0,1336,1181.0,0.755,5211,83,0.804,0.531
718967433,0,34,1,2,3,0,4,0,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0
813810333,1,50,0,3,4,1,2,0,45,6,4,3,2049.0,0,2049.0,0.974,2703,54,1.0,0.0
779701983,0,49,1,3,2,2,1,0,32,1,3,3,5400.0,1426,3974.0,0.595,4643,80,0.702,0.264
718661958,0,41,0,3,0,1,3,0,28,1,1,3,34516.0,1617,32899.0,0.625,13083,93,0.722,0.047
716346183,0,43,1,3,6,0,5,0,37,3,6,3,9051.0,1557,7494.0,0.621,4169,72,0.5,0.172
718806783,1,46,1,3,5,1,5,0,36,2,3,1,2872.0,357,2515.0,0.869,2629,41,0.64,0.124
792402483,0,46,0,4,2,2,2,0,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08
714119283,1,42,1,2,6,2,1,0,34,3,3,3,2516.0,0,2516.0,0.53,2257,51,0.545,0.0
757291008,1,46,0,4,6,1,3,0,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008
710873583,0,58,0,1,2,1,2,0,48,2,3,2,20724.0,2221,18503.0,0.769,14215,109,0.703,0.107
711954558,0,53,1,3,2,1,1,0,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894
714495258,0,26,0,0,0,2,4,0,36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333
716230158,0,35,1,3,2,1,1,0,36,4,1,4,7234.0,2000,5234.0,0.754,4272,83,0.596,0.276
709383933,1,31,0,2,6,3,3,0,18,2,1,3,4246.0,2517,1729.0,0.951,8102,66,0.886,0.593
779016408,0,37,1,3,5,1,4,0,27,6,1,3,2229.0,1791,438.0,1.139,1583,32,0.6,0.803
766769058,0,51,0,1,2,2,1,1,44,3,3,3,22722.0,1790,20932.0,0.813,15817,121,0.754,0.079
715405758,1,50,1,1,3,2,5,0,42,5,0,4,10057.0,0,10057.0,0.792,2383,42,0.448,0.0
712204308,0,33,0,0,6,2,1,0,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05
758211483,0,45,0,5,6,1,2,0,38,1,2,3,6895.0,2314,4581.0,0.84,8778,85,0.604,0.336
819351258,0,42,1,3,0,1,4,0,37,5,4,2,2238.0,1693,545.0,0.714,5339,86,0.458,0.756
817925058,0,50,1,2,5,1,5,0,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424
755220783,0,51,0,1,1,1,3,0,44,5,2,4,8031.0,1167,6864.0,0.549,3576,77,0.791,0.145
711391308,0,46,1,4,5,1,1,0,34,6,3,3,2168.0,1704,464.0,0.725,4584,92,0.769,0.786
715090008,0,45,0,4,2,2,2,3,36,2,3,4,28564.0,2517,26047.0,0.711,14875,107,0.783,0.088
719463708,0,47,1,1,5,2,1,0,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555
717545808,0,44,1,4,4,2,4,0,32,3,1,2,2900.0,1987,913.0,0.667,4549,70,0.75,0.685
785529708,0,59,0,1,2,2,0,0,53,6,2,2,34516.0,0,34516.0,0.711,4333,70,0.628,0.0
721225083,0,54,1,2,6,0,4,0,36,1,2,1,8758.0,1511,7247.0,0.674,7680,89,0.508,0.173
711365133,0,43,0,1,6,2,2,0,31,4,3,1,2283.0,1470,813.0,0.935,5100,76,0.689,0.644
817960533,0,41,0,4,6,1,2,0,36,5,3,2,1734.0,857,877.0,0.752,4741,84,0.714,0.494
714130233,0,39,0,2,6,1,2,0,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.312,0.706
714850158,0,49,0,4,2,2,3,0,36,5,1,3,1963.0,1516,447.0,0.872,4150,75,0.744,0.772
769137108,1,43,1,2,4,1,4,0,37,3,3,1,1438.3,0,1438.3,1.004,974,28,0.273,0.0
718076733,0,43,0,1,2,2,2,3,31,4,3,3,25824.0,1170,24654.0,0.684,3101,73,0.78,0.045
780511683,1,47,0,3,2,2,1,0,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053
713115483,1,44,1,3,5,1,4,0,36,6,3,3,1684.0,0,1684.0,0.557,2275,45,0.607,0.0
769396158,1,55,0,1,0,2,3,0,43,2,2,3,24884.0,0,24884.0,0.072,5107,53,0.293,0.0
713160258,0,54,1,2,2,1,4,0,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67
716263533,0,44,0,5,3,1,3,0,36,3,2,2,2509.0,1464,1045.0,1.25,3166,72,0.946,0.583
780097533,0,48,0,3,1,0,3,0,33,4,1,2,10292.0,0,10292.0,0.656,15148,111,0.79,0.0
716365233,0,53,1,1,0,1,4,0,36,1,3,3,1665.0,964,701.0,1.049,4881,75,0.923,0.579
721525758,0,45,0,5,1,1,3,0,35,2,2,2,2226.0,1229,997.0,0.784,4928,77,0.638,0.552
715256658,0,50,0,2,0,2,2,0,36,5,3,2,5965.0,688,5277.0,0.673,3382,58,1.071,0.115
711382458,1,43,0,5,2,1,2,0,38,2,3,5,1438.3,0,1438.3,0.713,2389,49,0.361,0.0
716199408,1,52,1,2,2,2,5,0,41,2,3,3,3608.0,2517,1091.0,1.057,4907,53,0.559,0.698
756727233,0,49,0,2,3,2,0,0,42,3,2,4,21144.0,1190,19954.0,0.5,4895,66,0.784,0.056
779638983,0,47,1,4,2,1,4,0,30,2,3,3,2124.0,1573,551.0,0.728,4592,83,0.804,0.741
713105508,0,46,0,3,3,2,2,3,29,4,3,3,34516.0,2040,32476.0,0.764,3754,53,1.038,0.059
712931733,0,49,1,4,2,2,4,0,36,1,1,3,2636.0,1257,1379.0,0.661,7136,82,0.608,0.477
710110683,0,52,0,2,0,1,2,0,36,1,1,3,7879.0,1007,6872.0,0.726,4844,83,0.976,0.128
720330558,1,44,0,3,2,1,3,0,25,5,2,3,25256.0,966,24290.0,0.488,2048,40,0.333,0.038
714643983,0,42,1,1,3,1,4,0,36,5,3,3,2758.0,2017,741.0,0.883,4119,73,1.028,0.731
720626058,0,37,0,1,2,2,3,0,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027
814829583,0,42,1,3,6,2,4,0,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0
719572833,0,57,1,3,2,3,1,0,46,2,2,2,2791.0,1550,1241.0,0.672,5440,83,0.66,0.555
710727333,1,49,1,3,3,1,4,0,36,4,2,2,1763.0,0,1763.0,0.896,2813,43,0.536,0.0
718020408,0,60,1,1,2,1,4,0,36,3,4,3,1977.0,545,1432.0,0.901,4393,72,0.946,0.276
809849358,1,55,1,2,2,0,4,0,50,2,6,3,1720.0,0,1720.0,0.707,2719,36,0.44,0.0
710681808,0,53,0,3,3,2,3,0,42,6,3,3,18531.0,1548,16983.0,0.833,2484,52,0.857,0.084
779931783,1,52,0,2,3,2,0,0,38,6,3,3,34516.0,0,34516.0,0.639,2213,47,0.382,0.0
814497483,0,60,0,0,5,1,2,0,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215
779065458,0,56,0,1,3,1,0,0,37,4,1,3,9257.0,0,9257.0,0.722,4212,72,0.895,0.0
712890408,0,45,0,2,5,1,2,0,36,5,3,2,2221.0,1343,878.0,0.869,1338,30,1.308,0.605
795218883,0,47,0,3,3,1,2,0,41,2,3,3,4207.0,1556,2651.0,0.658,15312,122,0.718,0.37
709518858,0,50,1,2,2,1,4,0,38,1,1,1,2897.0,0,2897.0,0.7,4891,87,0.776,0.0
711008508,0,59,0,2,2,2,1,0,50,2,1,2,11808.0,0,11808.0,0.813,13751,113,0.823,0.0
711670308,0,51,1,3,6,1,4,0,30,3,2,0,6006.0,1576,4430.0,0.504,3199,65,0.548,0.262
713767383,0,32,1,0,3,1,1,0,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807
790186458,0,45,0,3,5,2,3,0,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048
771518658,0,58,1,1,3,1,1,0,46,5,3,1,1871.0,1339,532.0,0.79,4553,90,0.731,0.716
787501758,0,51,1,3,3,2,4,0,39,5,2,1,4038.0,1237,2801.0,0.61,4188,68,0.545,0.306
715186608,0,43,0,4,2,1,3,0,35,3,2,3,3304.0,2517,787.0,0.741,14565,120,0.818,0.762
711468708,1,38,1,4,3,2,1,0,31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0.0
713277783,0,45,1,4,5,1,1,3,36,6,2,2,18679.0,905,17774.0,0.541,2168,55,0.486,0.048
717185658,1,51,0,1,3,1,3,0,36,4,3,4,22754.0,0,22754.0,0.799,8531,77,0.791,0.0
719240358,0,60,0,1,6,2,2,0,50,4,3,0,10698.0,1790,8908.0,0.981,4095,67,0.914,0.167
755996583,1,57,1,2,5,2,4,0,50,5,0,3,2475.0,0,2475.0,0.823,2574,43,0.654,0.0
711716133,1,42,1,3,3,1,1,0,34,6,3,1,1585.0,1381,204.0,0.706,2360,40,0.379,0.871
716306583,1,64,0,0,2,2,4,0,36,3,3,5,3812.0,2517,1295.0,0.586,2325,45,0.731,0.66
720473433,0,59,1,1,2,3,4,0,36,5,1,3,2621.0,2486,135.0,0.755,4955,78,0.733,0.948
712827258,0,37,0,3,5,1,1,0,25,5,0,3,1438.3,0,1438.3,1.023,5046,77,0.925,0.0
758765808,0,36,1,2,6,1,4,0,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.481,0.586
710962308,0,57,1,4,3,2,5,0,36,3,6,3,4396.0,834,3562.0,0.66,4826,88,0.913,0.19
708876183,0,51,0,1,3,2,2,3,43,2,3,2,28673.0,0,28673.0,0.537,3722,69,0.725,0.0
817968783,0,51,1,3,2,2,4,0,46,6,3,1,2927.0,1499,1428.0,0.649,4670,70,0.944,0.512
719264058,0,51,1,0,2,1,5,0,36,5,2,3,5862.0,2306,3556.0,0.807,4305,51,1.318,0.393
710801133,0,34,0,2,5,1,2,0,36,6,1,2,8581.0,2326,6255.0,1.226,2513,63,0.615,0.271
709520058,1,53,0,5,5,1,0,0,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0
737052258,0,62,1,1,6,2,4,0,55,6,1,1,5284.0,2517,2767.0,0.674,4525,63,0.537,0.476
710357208,0,49,0,4,5,1,3,0,39,2,3,2,8561.0,915,7646.0,0.637,7341,79,0.491,0.107
751143858,0,59,1,1,3,2,5,0,52,2,1,1,7427.0,2421,5006.0,0.701,4636,91,0.82,0.326
709161108,1,44,0,1,6,2,2,0,33,3,2,4,2540.0,0,2540.0,0.212,1531,31,0.107,0.0
711459483,0,43,1,3,3,3,4,0,36,6,2,3,2242.0,0,2242.0,0.658,4845,66,0.941,0.0
715321008,1,39,0,2,6,1,0,0,36,6,3,3,34516.0,2517,31999.0,1.052,7866,63,0.75,0.073
709080783,0,56,1,1,2,2,4,0,38,4,1,3,1737.0,0,1737.0,0.953,4723,78,0.625,0.0
823507833,0,44,0,4,3,2,2,0,40,4,3,2,14370.0,945,13425.0,0.557,4510,79,0.646,0.066
819610908,1,38,0,2,5,2,3,0,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.238,0.063
713792583,0,52,1,2,2,2,5,0,43,5,2,3,10351.0,1356,8995.0,0.828,4572,76,1.054,0.131
719900733,0,60,0,1,3,1,1,0,47,3,1,3,9805.0,1007,8798.0,0.8,14641,95,0.9,0.103
787494783,0,58,0,3,3,1,2,0,46,5,3,2,8184.0,1205,6979.0,0.965,2140,49,0.69,0.147
798308058,0,39,0,1,2,2,1,0,33,6,1,2,2255.0,0,2255.0,0.73,4412,81,0.884,0.0
770596458,1,45,1,2,1,1,4,0,31,4,3,4,2704.0,2262,442.0,0.87,2362,39,0.444,0.837
708615183,0,44,0,2,6,1,2,0,34,4,4,4,3828.0,1146,2682.0,0.681,4558,90,0.636,0.299
718970058,0,38,0,3,6,1,0,0,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038
714403983,0,43,0,2,2,2,3,0,36,2,2,1,34427.0,1613,32814.0,0.704,13545,112,0.672,0.047
708332808,0,47,0,2,5,1,1,0,39,2,2,2,3471.0,0,3471.0,0.871,14381,115,0.742,0.0
719013108,0,42,0,3,2,0,1,0,33,4,2,4,3178.0,1800,1378.0,0.89,4605,86,0.623,0.566
709614333,0,59,1,0,3,2,5,0,36,4,3,1,10457.0,2148,8309.0,0.737,4649,74,0.947,0.205
714469008,0,40,1,2,6,2,1,0,29,1,3,3,2351.0,1337,1014.0,0.613,5115,84,0.787,0.569
709373883,0,37,1,5,6,1,1,3,36,1,1,2,19055.0,2517,16538.0,0.915,15091,124,0.676,0.132
708112008,0,56,0,2,2,1,3,0,36,4,2,3,23510.0,1049,22461.0,0.438,1661,35,0.296,0.045
719826333,0,34,1,2,1,2,4,0,13,5,1,2,1438.3,0,1438.3,0.946,2557,67,0.763,0.0
819647358,1,38,0,2,6,2,2,0,33,2,3,2,12871.0,0,12871.0,0.598,2413,53,0.606,0.0
753208833,0,43,1,5,5,1,1,0,36,5,3,2,2311.0,1320,991.0,0.658,3967,71,0.69,0.571
766273533,0,53,0,2,5,3,3,0,46,3,6,3,17190.0,1736,15454.0,0.698,15055,117,0.696,0.101
715528983,0,46,0,5,5,0,2,0,36,3,1,2,17196.0,1646,15550.0,0.542,1466,41,1.278,0.096
711919608,1,42,1,3,2,1,4,0,36,4,3,2,2031.0,1720,311.0,0.713,2702,32,0.778,0.847
717095733,0,48,1,4,6,3,4,0,29,6,3,4,3212.0,2517,695.0,0.785,4284,69,1.3,0.784
806995683,0,61,0,0,1,2,2,0,56,4,1,3,4783.0,2517,2266.0,1.024,2870,50,1.174,0.526
721406658,1,32,1,0,6,0,4,0,36,6,3,3,1732.0,0,1732.0,0.683,2479,43,0.536,0.0
710451708,0,32,0,1,2,1,1,0,24,1,1,2,9711.0,972,8739.0,0.647,14926,115,0.742,0.1
709913733,0,39,1,3,0,1,4,0,36,4,2,0,2279.0,1529,750.0,1.26,1693,32,1.286,0.671
715195383,0,46,1,3,2,0,4,0,36,3,2,2,2391.0,1625,766.0,0.662,7649,101,0.603,0.68
711079308,1,40,0,3,2,1,2,0,27,4,2,3,15186.0,0,15186.0,0.483,1884,33,0.435,0.0
720696558,0,44,0,2,2,2,3,0,31,5,2,4,34516.0,1311,33205.0,0.6,4485,85,0.771,0.038
779548008,0,50,0,2,2,2,3,3,35,1,2,3,34516.0,0,34516.0,0.742,7745,83,0.729,0.0
712281183,0,55,0,4,2,1,0,0,36,4,2,2,24336.0,856,23480.0,0.459,1425,33,0.65,0.035
794494308,0,42,0,3,5,1,0,2,23,3,4,3,34516.0,2070,32446.0,0.88,13781,102,0.545,0.06
780612558,0,58,1,1,2,2,1,0,46,3,3,3,1996.0,1850,146.0,0.952,3421,55,0.719,0.927
708086958,0,49,1,2,5,1,5,0,41,3,5,2,3128.0,749,2379.0,0.598,4369,59,0.735,0.239
801363633,0,60,1,2,2,1,5,0,54,1,2,2,3356.0,1664,1692.0,0.862,5200,81,0.929,0.496
710175783,0,45,1,3,3,2,5,0,25,4,2,1,1986.0,1042,944.0,0.593,4303,59,0.788,0.525
711423558,0,60,1,1,4,2,1,0,50,4,1,2,4606.0,0,4606.0,0.857,4181,63,1.032,0.0
713237958,0,34,0,0,2,1,1,0,17,4,1,4,2638.0,2092,546.0,0.591,1868,43,0.344,0.793
778722033,0,44,1,2,5,1,4,0,28,2,2,0,2275.0,1265,1010.0,0.755,5626,77,1.081,0.556
716124408,1,32,0,2,2,2,0,1,22,2,2,3,34516.0,1692,32824.0,0.983,7486,64,0.73,0.049
719320833,0,39,0,2,4,1,2,0,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376
